WKT,kenyaopendata:Acreage,kenyaopendata:Acreage per enrolment,kenyaopendata:Boys Toilets,kenyaopendata:Code,kenyaopendata:Costituency,kenyaopendata:Day or Boarding,kenyaopendata:District,kenyaopendata:Division,kenyaopendata:GOK TSC Female,kenyaopendata:GOK TSC Male,kenyaopendata:Girls Toilets,kenyaopendata:Girls/Boys/Mixed,kenyaopendata:Level of Education,kenyaopendata:Local Authority Female,kenyaopendata:Local Authority Female Teachers,kenyaopendata:Local Authority Male,kenyaopendata:Local Authority Male Teachers,kenyaopendata:Location,kenyaopendata:Non Teaching Staff Female,kenyaopendata:Non Teaching Staff Male,kenyaopendata:Non-Teaching Staff Female,kenyaopendata:Non-Teaching Staff Male,kenyaopendata:Ordinary or Special,kenyaopendata:Other Female Teachers,kenyaopendata:Other Male Teachers,kenyaopendata:Others Female,kenyaopendata:Others Male,kenyaopendata:PTA BOG Female,kenyaopendata:PTA BOG Male,kenyaopendata:PTA Board of Governors Female Teacher,kenyaopendata:PTA Board of Governors Male Teacher,kenyaopendata:Province,kenyaopendata:Public or Private,kenyaopendata:Pupil Classroom Ratio,kenyaopendata:Pupil Teacher Ratio,kenyaopendata:Pupil Toilet Ratio,kenyaopendata:School Address,kenyaopendata:School Institution Type_1,kenyaopendata:School Institution Type_2,kenyaopendata:School Institution Type_3,kenyaopendata:School Sponsor,kenyaopendata:School Zone,kenyaopendata:Sponsor of School,kenyaopendata:Status of School,kenyaopendata:Sublocation,kenyaopendata:TSC Female Teachers,kenyaopendata:TSC Male Teachers,kenyaopendata:Teachers Toilets,kenyaopendata:Total Boys,kenyaopendata:Total Enrolment,kenyaopendata:Total Enrolment 2007,kenyaopendata:Total Girls,kenyaopendata:Total Number of Classrooms,kenyaopendata:Total Teaching staff,kenyaopendata:Total Toilets,kenyaopendata:official_name,osm:_timestamp,osm:_user,osm:accessibility,osm:addr:city,osm:addr:postcode,osm:addr:street,osm:amenity,osm:boundary_type:Constituency_boundary,osm:boundary_type:Ward_boundary,osm:building,osm:building:blocks,osm:building:classroom,osm:building:classrooms,osm:building:levels,osm:building:material,osm:building:roof,osm:condition,osm:contact:address,osm:contact:email,osm:contact:phone,osm:contact:website,osm:designation,osm:education:accessibility,osm:education:boarding,osm:education:bom_employed,osm:education:bom_how_many,osm:education:committees,osm:education:curriculum,osm:education:description,osm:education:exam_affiliate,osm:education:exam_center,osm:education:extra_drama,osm:education:extra_music,osm:education:extra_other,osm:education:extra_scouts,osm:education:extra_sports,osm:education:fees,osm:education:fees_admission,osm:education:fees_exam,osm:education:fees_level,osm:education:fees_level1,osm:education:fees_level2,osm:education:fees_level3,osm:education:fees_level4,osm:education:fees_level5,osm:education:fees_level6,osm:education:fees_lunch,osm:education:fees_optional,osm:education:fees_other,osm:education:fees_others,osm:education:fees_per_year,osm:education:fees_sponsored,osm:education:fees_trip,osm:education:gender_type,osm:education:government_grants,osm:education:government_registered,osm:education:male,osm:education:management_commitee,osm:education:management_committee,osm:education:mean_score,osm:education:nemis_code,osm:education:num_classes,osm:education:operate_as,osm:education:other,osm:education:parents_teachers_association,osm:education:program_WASH,osm:education:program_computers,osm:education:program_counseling,osm:education:program_counselling,osm:education:program_description,osm:education:program_feeding,osm:education:program_feeding_description,osm:education:program_handwashing,osm:education:program_orphans,osm:education:program_other,osm:education:program_rain,osm:education:program_sanitary_towel,osm:education:program_scouting,osm:education:program_special_needs,osm:education:program_specialneeds,osm:education:program_sports,osm:education:pta,osm:education:sanitary_towel_distribution,osm:education:school_head,osm:education:special_needs,osm:education:staff_female,osm:education:staff_male,osm:education:student_age_range,osm:education:student_disable,osm:education:student_female,osm:education:student_male,osm:education:students,osm:education:students_female,osm:education:students_male,osm:education:supported_by,osm:education:teachers,osm:education:teachers_female,osm:education:teachers_male,osm:education:teachers_trained,osm:education:teachers_tsc,osm:education:teachers_tsc_registered,osm:education:teachers_under_going_training,osm:education:teachers_undergoing_training,osm:education:teachers_untrained,osm:education:tsc_employed,osm:education:tsc_how_many,osm:education:type,osm:electricity:operational_status,osm:electricity_operational_status,osm:health_facility:referals,osm:id,osm:image,osm:image:classroom,osm:image:compound,osm:image:other,osm:image:outside,osm:image:sign_post,osm:is_in:constituency,osm:is_in:estate,osm:is_in:village,osm:is_in:ward,osm:leisure,osm:location,osm:media:camera_device_number,osm:media:camera_number,osm:media:video_device_number,osm:media:video_number,osm:medical_staff:counsellor,osm:medical_staff:description,osm:name,osm:official_name,osm:opening_hours,osm:operational_status,osm:operational_status:electricity,osm:operator,osm:operator:description,osm:operator:funding,osm:operator:name,osm:operator:type,osm:operator_type,osm:place:village,osm:playground,osm:playground:arranged_name,osm:polling_station,osm:polling_station:accessibility,osm:polling_station:election_year,osm:polling_station:nearest_health_centre,osm:polling_station:nearest_police_station,osm:polling_station:registered_voters,osm:polling_station:source,osm:polling_station:type,osm:polling_station:type_description,osm:registered_voters,osm:security:gbv_support,osm:source,osm:toilet:arranged_name,osm:toilet:present,osm:toilet:teachers,osm:toilets,osm:toilets:female,osm:toilets:for:female,osm:toilets:for:male,osm:toilets:for:teacher,osm:toilets:handwashing,osm:toilets:male,osm:toilets:teachers,osm:water:source,osm:water_source,osm:website
"MULTIPOINT ((36.77875 -1.311257))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014/09/12,fondolucy,big_vehicles,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-5yrs,,,,,,,,,,,,,,,,,,,pre_primary,,,,node/752276387,,,,,,,,,,,,kibera,,,,,,,Three Bells Center,,08:00-15:00,operational,,,No information was given,,,private,,Olympic,,,,,,,,,,,,,,Map Kibera Trust,,,,,,,,,,,,,,
"MULTIPOINT ((36.784842 -1.308452))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021/09/28,fondolucy,small_cars,,,,school,,,,,,,,iron_sheet,iron_sheet,,,optimisteducational@gmail.com,"0722948228",,,,,"10",,,8_4_4,,,,yes,yes,,yes,yes,,,,,"13500",,,,,,,,,,,,,mixed,,mgcsd,"28",,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,yes,,,,,,,,,,"87","59","28",,"3","3","0",,,,,,,"0",,pre_primary,,,,node/752317805,,,,,,,,,,,,kibera,,,,,,,Optimist Educational Centre,,,,always,,Optimist Education Centre,,,cbo,,,,,,,,,,,,,,,,,,,,yes,"2",,,,yes,"2","4",,,
"MULTIPOINT ((36.782372 -1.30709))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021/09/28,fondolucy,small_cars,,,,school,,,,,,,,cement_block,iron_sheet,,"P.O Box 44965, Nairobi",andrewogambo@yahoo.com,"0724374656",,,,,yes,,,8_4_4,,,,,,,,,free_primary_education,,,,,,,,,,,,,,,,,mixed,,mgcsd,,,yes,,,,,,,,,no,,,yes,,,yes,,,,,,,yes,,,Andrew Ogembo,,"3","0",,,,,"30","15","15",,"1","1","0",,,,,,,no,,pre_primary,often,,,node/752317837,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Baraka%20Nursery%20School/Classroom.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Baraka%20Nursery%20School/Sign.JPG,,,,,,,,kibera,,,,,,,Baraka Junior School,,,operational,,,Free Pentecostal Fellowship of kenya,,,religious,,,,,,,,,,,,,,,,,,,,,"3",,,,yes,"3","3",,,
"MULTIPOINT ((36.783545 -1.312514),(36.782858 -1.30988))","1.5","176.0",,R1010153,LANGATA,DAY ONLY,KIBERA,,,,,MIXED,,,"0",,"0",KIBERA,"1","0",,,ORDINARY,"3","8",,,,,"0","0",NAIROBI,PRIVATE,,"24.0",,,,,,COMMUNITY,KAREN,,,MAKINA,"0","0",,,,"264",,,"11",,RAILA EDUCATIONAL CENTER- SEC SCH,2017/10/19,muindre,big_vehicles,,,,school,,,,,,,"3",cement_block,ironsheets,,"P O Box 76228-00508, Nairobi",railaeducationcentre@yahoo.com,"0723925253",,,,,,,,8_4_4,,,,yes,yes,,yes,yes,"9324",,,,,,,,,,,,,,,,,mixed,,moe,,,yes,,,,,,,,,,,,fees,,,,,,,,,,,yes,,Ojera Paul,,,,,,,,"401","178","223",,"28","16","12","28",,,,,,"25",,secondary,always,,,node/752352033,,,,,,,,,,,,kibera,,,,,,,Raila Educational Centre,RAILA EDUCATIONAL CENTER- SEC SCH,06:30-18:00,operational,,,,,,government,,Karanja,,,,,,,,,,,,,,Map Kibera Trust,,yes,,,,,,,,,,,,
"MULTIPOINT ((36.784811 -1.308254))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021/09/21,Peter Agenga,small_cars,,,,school,,,,,,,,iron_sheet,iron_sheet,,P.O Box 66404,,"0723626177",,,,,yes,"2",,8_4_4,,Joseph kangethe Primary School,,yes,yes,,yes,yes,,"300","100",,"13500",,,,,,,,,,"13500",,,mixed,,moe,,,yes,,,,,,,,,yes,yes,,,,,yes,,,,,,,,,,Rael Mbeke,,"1","1",2-10yrs,,,,"38","22","16",,"2","2","0","0",,"0","0",,"2",no,"0",primary,always,,,node/752388466,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Batholomew/Classroom.JPG,,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Batholomew/Sign.JPG,,,,,,,kibera,,,,,,,St Batholomew,,07:00-15:30,operational,never,,Bartholomew,,,private_for_profit,,Makina,,,,,,,,,,,,,,,,,,yes,,"2","2","1",yes,,,,,
"MULTIPOINT ((36.776478 -1.308649),(36.775464 -1.306151))",,,"0",,LANGATA,,NAIROBI,KIBERA,"0","0","0",,PRIMARY SCHOOL,"0",,"0",,SERA NGOMBE,,,"0","0",,,,"0","0","0","0",,,NAIROBI,,,,,,,,ORDINARY,,,PRIVATE INDIVIDUAL,PRIVATE,,,,"0","0","0",,"0","0",,"0",TENDERLINGS PRI SCH,2015/01/03,JamesLC,big_vehicles,,,,school,,,,,,,"0",cement_block,ironsheets,,"P O Box 5537-00100, Nairobi",tenderlingschool@yahoo.com,"0724852688",,,,,,,,8_4_4,,,,yes,,,yes,yes,,,,,,,,,"15000",,,,,,,,,mixed,,mgcsd,,,yes,,,,,,,,yes,,,,fees,,,yes,,,,yes,,,yes,yes,,Phellestus Jesica Mandela,,"3","2",7-14yrs,,,,"100","40","60",,"6","4","2","6",,,,,"4","1",,primary,always,,,node/752394857,,,,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Tenderlings%20School/IMG_0213.JPG,,,,,,,kibera,,,,,,,Tenderlings School,TENDERLINGS PRI SCH,07:30-16:00,operational,always,,Run by individual,,Phellestus Jesca Mandela,private,,Ayany,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"MULTIPOINT ((36.777017 -1.307973))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021/10/29,muindre,big_vehicles,,,,school,,yes,,,,,"3",cement_block,ironsheets,,"P 0 Box 55768-00200, Nairobi",ayanyprimaryschool@gmail.com,"0722731264",,,,,,,,8_4_4,,,yes,yes,yes,,yes,yes,"0",,,,"0","0","52","364","0","0",,,,,,yes,,mixed,,moe,,,yes,,,,,,,,,yes,yes,,Yes,,,yes,,,yes,yes,,,yes,yes,,Mrs Mosi,,,,7-16yrs,,,,"1355","654","701",,"26","23","3","26",,,,,,"26",,primary,always,,,node/752394881,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Ayany%20Primary%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Ayany%20Primary%20School/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Ayany%20Primary%20School/gate.JPG,,,,,,,kibera,,,,,,,Ayany Primary School,,,operational,,,government of Kenya,,government,government,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"MULTIPOINT ((36.783868 -1.309877),(36.783362 -1.307792))",,,"8",,LANGATA,,NAIROBI,KIBERA,"26","7","12",,PRIMARY SCHOOL,"0",,"0",,KIBERA,,,"0","2",,,,"0","0","0","0",,,NAIROBI,,"74.5","72.3","119.3",,MIXED,DAY ONLY,INTEGRATED,,,LOCAL GOVERNMENT AUTHORITY,PUBLIC,,,,"5","1117","2385",,"1268","32",,"0",KIBERA PRI. SCH.,2022/02/15,Peter Agenga,big_vehicles,,,,school,,,,,,,"1","concrete,iron_sheet",iron_sheet,,"P 0 Box 211372-00505, Nairobi",oldkiberaprimary@gmail.com,"0722480530",,,,,,,,8_4_4,,,yes,yes,yes,,yes,yes,"6000",,,,,,,,,,,,,,,,,mixed,,moe,,,yes,,,,,,,,,yes,yes,,sponsored,,,,,,,yes,yes,,yes,yes,,Mrs.Opiyo,,"3","4",7-17yrs,,,,"2051","1124","927",,"27","20","7","27",,,,,"3","27",,primary,sometimes,,,node/752394892,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Old%20Kibera%20Primary%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Old%20Kibera%20Primary%20School/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Old%20Kibera%20Primary%20School/sign%20post.JPG,,,,,,,kibera,,,,,,,Kibera Primary School,KIBERA PRI. SCH.,08:00-17:00,operational,always,,Run by government,,Government,government,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"MULTIPOINT ((36.774904 -1.312131))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021/09/28,Peter Agenga,"foot,big_vehicles,small_cars",,,,school,,,,,,,"1",cement_block,iron_sheet,,"PO Box 27418-00100,Nairobi",joyspring@yahoo.com,"0716538070",,,,,,,,"2_6_3_3_3,8_4_4",,,yes,no,yes,"debates,fun_days,creative_arts",yes,yes,yes,"500","1800",,,,,,,,"1000",,computer_classes_1000,,"15900",,"1500",mixed,,moe,,,no,"282",yes,,day_school,,,,,,yes,,yes,school_fees,,no,none,,yes,,,,,no,,George Odhiambo,,,,,,,,"163","80","83",,"12","8","4","10",,"3",,"1","1",,,primary,sometimes,,,node/761956459,,https://kc.humanitarianresponse.info/attachment/orginal?media_file=mapkibera/attachments/1624520418931.jpg,https://kc.humanitarianresponse.info/attachment/orginal?media_file=mapkibera/attachments/1624520497066.jpg,,https://kc.humanitarianresponse.info/attachment/orginal?media_file=mapkibera/attachments/1624520562437.jpg,,,,,,,kibera,,,,,,,Joysprings Educational Centre,,,,,,mercy_achieng_akoth_school_manager,,Joysprings Educational Ministries,private_for_profit,,Kianda,outside_public_arranged,Ayany primary school playground and orthodox primary,,,,,,,,,,,,,,yes,"0",,"2",,,,yes,"2",,water_tank,,
"MULTIPOINT ((36.772902 -1.309014))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014/09/12,fondolucy,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_primary,,,,node/761992157,,,,,,,,,,,,kibera,,,,,,,St Collins Nursery School,,08:00-15:00,operational,,,No information was given,,,private,,Kianda,,,,,,,,,,,,,,Map Kibera Trust,,,,,,,,,,,,,,
"MULTIPOINT ((36.780718 -1.319089))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021/11/01,muindre,foot,,,,school,,,,,,,"1",iron_sheet,iron_sheet,,PO Box 106-00507,fridahngaya@yahoo.com,"0720853747",,,,,yes,"10",,8_4_4,,none,yes,no,no,none,yes,yes,Sponsorship,,,,,,,,,,,,commitment_fees_1000 _per_month,,"8000",,,mixed,no,moe,,,yes,"4.22",yes,,day_school,,,,,yes,yes,,yes,sponsored,,yes,none,,yes,yes,no,,yes,yes,,Samuel Otieno Omondi,,"2","1",,,,,"91","41","50",foundations,"10","5","5","9",,"9","1",,"0",,,secondary,sometimes,,,node/775527189,,https://kc.humanitarianresponse.info/attachment/orginal?media_file=mapkibera/attachments/1624534875851.jpg,https://kc.humanitarianresponse.info/attachment/orginal?media_file=mapkibera/attachments/1624534890739.jpg,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Girl%20Soccer%20Academy/Sign.JPG,,,,,,,playground,kibera,,,,,,,Academia School of Kibra,,07:00-18:00,operational,often,,none,,,private,,Makina,,,,,,,,,,,,,,,,yes,"2",,"3",,,,yes,"2",,water_tank,,
"MULTIPOINT ((36.785868 -1.311851))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021/09/23,Peter Agenga,small_cars,,,,school,,,,,,,"1",cement_block,iron_sheet,,P.O Box 30434,josmumo@yahoo.com,"0733289690",,,,,yes,"16",,8_4_4,,,yes,yes,yes,,yes,yes,sponsored,"500",,,,,,,,,,,maintenance fee 500,,,,,mixed,,mgcsd,,,yes,,,,,,,,,yes,yes,,yes,,,yes,,,yes,yes,,,yes,yes,,Fred Oserio,,"2","2",,,,,"400","190","210",,"16","8","8","15",,"15","1",,"4",,,primary,always,,,node/775535480,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Stara%20Rescue%20Center%20School/Classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Stara%20Rescue%20Center%20School/Compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Stara%20Rescue%20Center%20School/Establishment.JPG,"https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Stara%20Rescue%20Center%20School/Sign%20,%20Gate.JPG",,,,,,,kibera,,,,,,,Stara Rescue Centre School,,06:00-18:00,operational,always,,Starah Peace Women Organization,,,ngo,,Karanja,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"MULTIPOINT ((36.793449 -1.314419))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021/10/02,fondolucy,foot,,,,school,,,,,,,"1",iron_sheet,iron_sheet,,"P O Box 34712 - 00100, Nairobi",anwajuniour@yahoo.com,"0710745432",,,,,no,,,8_4_4,,,yes,,,,,,yes,"200","100",,"850","850","850",,,,,,,,"7650",,,mixed,,mgcsd,,,yes,,,,,,,,,,yes,,no,,,,,,yes,,,,,yes,,Madam Anne Wambui,,,,,,,,"418","203","215",,"10","8","2","3",,"2","3",,,no,,primary,often,,,node/890550499,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Anwa%20Juniour%20Academy/class%201.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Anwa%20Juniour%20Academy/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Anwa%20Juniour%20Academy/teacher.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Anwa%20Juniour%20Academy/gate.JPG,,,,,,,kibera,,,,,,,Anwar Junior Academy,,,,,,individual,,,private_for_profit,,,,,,,,,,,,,,,,,,arranged,,,,,,,,,,,,
"MULTIPOINT ((36.777393 -1.314115))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021/11/01,muindre,big_vehicles,,,,school,,,,,,,"0",concrete,iron_sheet,,"P O Box 43649-00100, Nairobi",lucykayiwa@yahoo.com,0726986776/0721398491,,,,,no,,School is run by the Board of governors,8_4_4,,,yes,yes,yes,,yes,yes,sponsored,,,,,,,,,,,,,,,,,mixed,,moe,,,,,,,,,,,yes,yes,,,sponsored,,,yes,,,,,yes,,,,,Alice Wangiru,,"2","1",,,,,"121","79","42",,"5","5","0","5",,"5",,,,no,,pre_primary,always,,"Lea toto,PAG,KICOSHEP,Huduma",node/890550513,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St%20Vincent%20Depaul%20Nursery%20School/Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St%20Vincent%20Depaul%20Nursery%20School/Compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St%20Vincent%20Depaul%20Nursery%20School/other.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St%20Vincent%20Depaul%20Nursery%20School/outside.JPG,,,,,,,kibera,,,,,"1",Teachers 3.,St Vincent De Paul Nursery School,,07:30-16:30,operational,sometimes,,,,St Vincent De Paul Catholic Church,private,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"MULTIPOINT ((36.791904 -1.312755))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014/08/21,muindre,foot,,,,school,,,,,,,"0",mud,ironsheets,,,,,,,,,,,,8_4_4,,,,,,,,,,,,,,,,,,,,,,,,,,mixed,,mgcsd,,,,,,,,,,,,,,,other,,,yes,,,,,,,,yes,,,,"3","1",3-7yrs,,,,"50","30","20",,"2","2","0","2",,,,,,,,pre_primary,often,,,node/890550597,,,,,,,,,,,,kibera,,,"8","3",,,Better Life Center,,Mo-Fr 08:00-15:00,operational,sometimes,,,,Better Life Ministry,religious,,Lindi,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"MULTIPOINT ((36.782317 -1.311498))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/19,muindre,,,,,school,,,,,,,"0",cement_block,ironsheets,,"P O Box 41494-00100, Nairobi",kibranuersery@gmail.com,072160607/0716439429,,,,,,,,8_4_4,,,,yes,yes,,yes,yes,"13500",,,,,,,,,,,,,,,,,mixed,,mgcsd,,,yes,,,,,,,,,,yes,,yes,,,yes,,,,,,,yes,yes,,Khltuma Ismail,,"3","1",2.5-6yrs,,,,"16","9","7",,"2","2","0","2",,,,,,"0",,primary,always,,,node/890550633,,,,,,,,,,,,kibera,,,,,,,Kibera Day ECD,,08:00-15:00,operational,always,,,,,religious,,Karanja,,,,,,,,,,,,,,Map Kibera Trust,,yes,,,,,,,,,,,,
"MULTIPOINT ((36.783479 -1.312577),(36.782858 -1.30988))",,,"4",,LANGATA,,NAIROBI,KIBERA,"0","0","4",,PRIMARY SCHOOL,"0",,"0",,KIBERA,,,"0","3",,,,"6","9","0","0",,,NAIROBI,,"36.4","24.3","45.5",,MIXED,DAY ONLY,ORDINARY,,,NGO/CBO,PRIVATE,,,,"4","181","364",,"183","10",,"0",RAILA EDUCATIONAL CENTER-PRIMARY,2017/10/19,muindre,big_vehicles,,,,school,,,,,,,"0",cement_block,ironsheets,,"P O Box 76228-00508, Nairobi",,"0721707652",,,,,,,,8_4_4,,,yes,no,no,,yes,yes,"600",,,,,,,,,,,,,,,,,mixed,,moe,,,yes,,,,,,,,,,yes,,feed_the_child,,,yes,,,no,,yes,,yes,yes,,Eunice J Onyano,,"2","3",7-14yrs,,,,"720","369","351",,"10","7","3","10",,,,,,"10,PTA Male 3,Female 3",,primary,always,,,node/890550666,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Raila%20Education%20Center/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Raila%20Education%20Center/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Raila%20Education%20Center/sign%20post.JPG,,,,,,,kibera,,,,,,,Raila Educational Centre,RAILA EDUCATIONAL CENTER-PRIMARY,08:00-17:00,operational,always,,,,Government,government,,Karanja,,,,,,,,"2877",,,government,,,,,yes,,,,,,,,,,,,
"MULTIPOINT ((36.777398 -1.313134))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,,,,school,,,,,,,"1",ironsheets,ironsheets,,"P O Box 42123-00100, Nairobi",inuamimi.rescuecentre@gmail.com,"0729750576",,,,,,,,8_4_4,,,,,yes,,,yes,"12800",,,,,,,,,,,,,,,,,mixed,,APBET,,,yes,,,,,,,,,,yes,,sponsored,,,,,,,,yes,,,yes,,Paschalia Nduku,,,,,,,,"86","45","41",,"4","4","0",,,,,,,"0",,pre_primary,sometimes,,,node/1015625631,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Inua%20mimi%20Rescue%20Centre/Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Inua%20mimi%20Rescue%20Centre/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Inua%20mimi%20Rescue%20Centre/outside.JPG,,,,,,,kibera,,,,,,,Inua Mimi Rescue Centre,,,,,,Paschalia Nduku,,,private,,Olympic,,,,,,,,,,,,,,Map Kibera Trust,,outside_public,,,,,,,,,,,,
